year,month,day,ADBE,AMD,ADI,AAPL,AMAT,ADSK,GLW,HPQ,IBM,INTC,MU,MSFT,MSI,ORCL,SWKS,TER,TXN,TYL,WDC,
1991,04,30,-0.018488154,0.066942061,-0.014546928,-0.092149477,0.021426384,0.016866684,-0.018246635,0.009620602,-0.043571608,0.022593496,-0.042082059,-0.030167357,0.053465805,0.011853751,-0.111700783,0,0.004020996,0,-0.02067235,
1991,05,31,-0.010612066,0.042202408,0.004764347,-0.067094308,0.030165758,0.047886012,0.028841107,0.025818759,0.018014208,0.053860197,0.052103523,0.044776311,0.041544531,-0.090986932,0.066924415,0.055520298,-0.012360778,0.017033339,-0.044600353,
1991,06,28,-0.066562594,-0.051152522,-0.063655115,-0.053953335,-0.070247694,-0.081407726,0.000931468,-0.028968552,-0.038489656,-0.07880586,-0.150838144,-0.031010359,-0.028703593,0.054408549,0,0.040363664,-0.068244562,0,-0.063053934,
1991,07,31,0.092360594,-0.032687331,-0.048276281,0.047056529,0.057124625,0.052646932,0.022940694,0.024936471,0.018088104,0.004638632,0.022310965,0.032985786,-0.009040073,0.030928944,-0.048525851,-0.054950605,-0.009929865,-0.017033339,-0.090153791,
1991,08,30,-0.021802489,0.046223267,-0.040158364,0.060167145,-0.038469073,-0.05489156,0.032689319,-0.007069233,-0.014002456,0.022528233,0.05779121,0.064418474,0.019558388,0.090753766,0.048525851,0.096274259,-0.011898201,-0.017728767,0.0321657,
1991,09,30,0.003815751,-0.12075054,0,-0.029653368,-0.054340637,0.014445,-0.002270465,-0.028688962,0.029255625,-0.068763291,0.011225312,0.018679301,-0.059374716,0.075351436,-0.066924415,-0.072345206,-0.046283004,0,-0.066941648,
1991,10,31,0.014589912,0.133543542,0.08291341,0.017141486,-0.034316126,-0.060809794,0.050489773,0.007648921,-0.023110089,-0.017085255,0.081654038,0.023144267,0.025822893,0.070831525,-0.07921257,0.102565548,0.048959537,0,-0.057976523,
1991,11,29,-0.043041275,0.052243707,-0.097132329,-0.005321578,0.04658676,-0.117467649,-0.015514158,-0.019936295,-0.020808229,0.004030888,-0.119080536,0.015372365,-0.023047259,-0.066969674,-0.021314619,-0.046143477,-0.054675971,0,-0.043483012,
1991,12,31,0.135007657,0.085280847,0.102653564,0.045697994,0.115768417,0.02086273,0.006688952,0.073552969,-0.016751702,0.077414705,0.027922682,0.058416092,0.040501885,0.031061853,0.021314619,0.074385224,0.045254238,0,0.043483012,
1992,01,31,-0.027659472,0.032963447,0.027466015,0.060115379,0.036961573,-0.086796604,-0.085741079,0.016803885,0.004849967,0.087011428,0.119850228,0.033778014,0.069819166,0.105767447,0,0.051517837,0.065440863,0.155504728,0.209246315,
1992,02,28,-0.035987175,-0.011655011,-0.016201886,0.018798032,0.05435184,-0.023688822,0.036356173,0.090637081,-0.009560166,0.025544589,0.020051914,0.01158261,-0.00358507,0.033834886,0.02204766,0.034984339,0.020769096,0.026576894,0.024833463,
1992,03,31,-0.041721388,-0.015146449,0,-0.0639653,-0.037748867,0.079473042,-0.002811689,0.042471179,-0.017184623,-0.060421195,-0.099696964,-0.017960693,-0.003212399,-0.170664187,-0.043362278,-0.073035685,-0.058212441,0.098888579,-0.064940033,
1992,04,30,-0.063779706,0.003170011,0.027226109,0.013749479,-0.032529225,0.034173162,0.036850562,-0.002697293,0.036159653,-0.013981873,-0.032573054,-0.031323894,0.029289686,0.011695682,0.183312991,-0.045525594,0.02586058,0,0.04010657,
1992,05,29,0.012099668,-0.055091695,-0.021912922,-0.002715292,0.085045012,0.007840729,0.004335779,-0.022270531,0.005567017,-0.029391232,0.014540856,0.040411002,-0.00270771,0.030264604,-0.120617078,-0.098748191,0.036083232,-0.041392685,0.111974914,
1992,06,30,0.000756204,-0.255270299,-0.010692182,-0.094144597,-0.051184178,0.038385037,0.006141029,-0.042728295,0.032803161,0.056918844,-0.018497865,-0.061606412,-0.017682807,0.010915383,-0.041381294,-0.043913651,-0.027616792,-0.022276395,-0.052388573,
1992,07,31,-0.078224204,0.006161987,0.005378995,-0.011554781,0.041453116,0.044285694,-0.014673555,0.02819737,-0.01406673,0.020455736,0.05703656,0.016742014,0.048229489,0.086982522,0.041381294,0.043913651,0.076438787,-0.04830468,-0.02287246,
1992,08,31,-0.067907047,0.057438484,-0.011264129,-0.005829544,0.028643345,0.041393501,-0.010631604,-0.108518808,-0.033050687,-0.012913153,-0.027582615,0.010311051,-0.001270201,-0.027185951,0,0.031021552,-0.03520644,0.04830468,-0.024119673,
1992,09,30,-0.061682459,0.045547308,0.038490238,-0.008295099,0.064260089,-0.001282346,0.021323024,-0.011516358,-0.030472534,0.054453711,0.027582615,0.033633616,0.012827846,0.057991947,0,0,0.052277338,0,0.089392376,
1992,10,30,0.102671899,0.166326156,0.062969231,0.065748735,0.034424203,0.037986196,-0.007436682,0.008704947,-0.08191099,0.012075417,0.076507916,0.042390872,0.039024679,0.04631946,0.05622984,0.048772221,0.053966134,-0.061796394,0.106902269,
1992,11,30,-0.020204361,0.034888058,0.05114094,0.04034232,0.089520186,-0.026459649,0.034305976,0.06785723,0.01677706,0.025001753,-0.01318857,0.020873467,0.030059106,0,0,0.026255356,0,0.04974476,0.023059347,
1992,12,31,-0.033180963,0.006027106,0.080538128,0.016748912,-0.031053639,-0.013864093,-0.020709287,0.02153381,-0.131846393,0.085190205,0.003002542,-0.037746904,0.007708116,0.105685493,0.033362592,0.010860711,-0.020992702,0,0.07542455,
1993,01,29,0.120621647,0.014602796,0.006620471,-0.001907666,0.015804317,0.012627661,-0.017729353,0.012977839,0.009546129,0.089238714,0.068977535,0.005723597,-0.010515869,0.058848412,-0.017011097,-0.025587423,0.063823894,0.023777846,0.018478711,
