year,month,day,ADBE,AMD,ADI,AAPL,AMAT,ADSK,GLW,HPQ,IBM,INTC,MU,MSFT,MSI,ORCL,SWKS,TER,TXN,TYL,WDC,
1993,02,26,0.031492493,0.064458628,0.009893468,-0.049282427,0.060723793,0.002278679,-0.036083554,0.010431327,0.02817281,0.037961291,0.044190591,-0.016026079,0.061438131,0.003314735,-0.016351495,0.007425775,0.01964196,0.020850139,-0.044411942,
1993,03,31,-0.015089083,0.02427131,0.084390624,-0.012463169,0.02866526,-0.040481379,0.013491751,0.013747279,-0.02888848,-0.005628549,-0.015897301,0.045145529,0.052945598,0.050094557,-0.036140383,0.021544609,0.014566611,0.010889342,-0.159700843,
1993,04,30,0.124300618,0.087438543,-0.035985852,-0.00209299,-0.003860026,-0.029793161,0.015674952,-0.007133703,-0.019645146,-0.081901249,-0.011541345,-0.034185841,0.042137979,-0.013446724,0.017741818,-0.040499027,-0.00942673,-0.031739481,-0.062152336,
1993,05,28,0.061770511,0.00765372,0.025257919,0.044286373,0.084313021,0.093686202,-0.02693627,0.046691695,0.040151408,0.066517621,0.111753073,0.03474392,0.045161475,0.068841632,0.034750059,0.114512085,0.055360768,0.010550182,0.021727893,
1993,06,30,-0.028223191,-0.076611218,-0.010999661,-0.156438434,0.018501756,0.050959222,0.003736602,-0.012580145,-0.028665939,-0.003441177,0.096243373,-0.022212587,0.033509034,0.071745022,0.032174357,0.065658331,0.0342909,0,-0.107654287,
1993,07,30,-0.096030102,-0.00217752,0.059829598,-0.153309638,0.087150176,-0.135694967,-0.006580225,-0.051156452,-0.045191031,-0.021857072,0.082327471,-0.075273715,0.015860488,0.009855458,-0.032174357,0.052374288,0.005360413,0,0.026340053,
1993,08,31,-0.06621489,0.132244524,0.041594186,-0.018203342,0.036255911,0.087864254,-0.0203609,0.012601254,0.014498415,0.089780185,0.075321331,0.006536756,0.024455915,0.009510788,0.21888942,0.062914248,0.056719312,0,0.121738678,
1993,09,30,-0.066091624,-0.089002558,0.045979203,-0.054581699,-0.001511513,-0.053825735,0.032563922,-0.034991216,-0.0371351,0.041868188,0.010054273,0.040696325,0.02310245,0.07615391,0.0386102,-0.002033221,-0.027502902,-0.034328029,-0.051152522,
1993,10,29,0.077342883,-0.125707901,-0.09011455,0.119186408,-0.054947783,-0.014891359,-0.110076376,0.032060975,0.039502485,-0.048327375,-0.060733543,-0.012706844,0.015832756,-0.015242484,-0.049219088,-0.060881027,-0.060908855,0.012051634,0.197275074,
1993,11,30,0.026727801,-0.016813615,0.041843909,0.012180837,0.048848568,0.014891359,0.012352025,0.000760314,0.070850472,-0.012184617,-0.011108908,-0.000645207,-0.048182385,0.028432333,-0.043482965,-0.01130848,-0.00915643,0,0.098289839,
1993,12,31,-0.016848267,-0.029553827,0.002291438,-0.032329078,0.041096248,0.004855229,0.022547526,0.029869984,0.02061848,0.003513485,0.002337103,0.003327943,-0.006479862,-0.041474745,-0.06073741,0.072189507,-0.003865375,0.043465694,-0.034306777,
1994,01,31,0.134141283,0.06255431,0.019319876,0.049080804,0.056368368,0.061866659,0.059750306,0.033070227,0,0.022521277,0.09881096,0.023611574,0.028469009,0.048292801,0.006250033,0.017334532,0.042329087,0.084661375,0.118945908,
1994,02,28,-0.014599407,0.020686077,0.032482982,0.048637199,0.032063208,0.047643048,-0.02432044,0.026520422,-0.026670373,0.022691979,0.084258155,-0.013587466,0.015716998,0.011589844,-0.033359465,0,0.063386777,-0.035443353,0.100658372,
1994,03,31,-0.080536053,0.162409202,-0.028293251,-0.040586196,-0.028334048,0.001875248,0.028403755,-0.042771846,0.014140145,-0.007964925,0.069859832,0.01168359,-0.003196978,-0.011589844,-0.093302219,-0.05833131,-0.019545247,-0.03859505,0.047539306,
1994,04,29,0.04261732,-0.073574246,0.022469596,-0.044577342,0,-0.057087348,-0.010220112,-0.010006577,0.022234967,-0.043633797,0.040459022,0.038011552,-0.056005381,-0.031543108,-0.009817842,-0.02898371,-0.004226164,0,-0.030096652,
1994,05,31,0.031315117,0.010088478,0.009712796,-0.009331486,-0.008686395,0.006370035,0.018624524,-0.009577052,0.041567257,0.010564468,-0.034018978,0.065254309,0.021421445,0.059279349,0.155745672,-0.028492987,0.020773963,0.01895404,-0.051151666,
1994,06,30,-0.022476281,-0.033422854,0.011491731,-0.042779663,-0.008752598,-0.017203941,-0.001030948,-0.018354369,-0.030334529,-0.028735662,0.011053025,-0.017478998,-0.019476212,0.039364377,-0.052625612,0.078458661,-0.002616541,-0.061316494,-0.040618305,
1994,07,29,0.055986354,0.033422854,-0.035398269,0.104070444,0.019864987,0.028679329,-0.011874462,0.013460858,0.022545398,0.006030651,0.033918205,-0.001088895,0.075713225,0.008622789,0.170825378,-0.020981964,-0.004831072,-0.011726212,0.077760492,
1994,08,31,0.01038505,0.031033457,0.085282381,0.032719628,0.052506218,0.061319823,-0.012067794,0.064274113,0.045854193,0.045204149,0.032126305,0.052591702,0.007054116,0.047689729,0.045155097,0.071221273,-0.004108832,-0.012051634,-0.007174337,
1994,09,30,0.010794858,0.011089073,0.00998187,-0.031153975,-0.033510266,0.013188449,0.022995066,-0.012835527,0.007045874,-0.029024005,-0.066344323,-0.015195813,-0.009589672,0.0031297,-0.035431579,-0.005433637,-0.057335758,-0.011429462,-0.003490592,
1994,10,31,0.048981599,-0.050239388,0.034769882,0.107849826,0.046222412,0.042969636,0.021204599,0.049289834,0.029422678,0.004798441,0.064239862,0.050146603,0.047745562,0.02929375,0.052119208,0.048879181,0.041867774,-0.051152522,0.061152208,
1994,11,30,-0.042348175,-0.016706915,-0.028236374,-0.062857061,-0.035865329,0.037603318,-0.052482996,-0.000585768,-0.020908379,0.00692361,0.021190149,-0.000838562,-0.016921452,-0.047343282,-0.016687629,-0.022077642,0.003580553,-0.043351421,0.033416519,
1994,12,30,-0.045029073,-0.010689284,0.020635968,0.019890155,-0.054312707,0.02249577,0.002602937,0.009368017,0.016563097,0.005213075,0.021867372,-0.012262011,0.011166408,0.029221551,-0.00892876,0.035092196,-0.002096406,-0.04682521,-0.046280469,
1995,01,31,-0.011298163,0.072201858,-0.037151346,0.015136816,-0.040366714,-0.077177203,0.015847482,0.002681505,-0.008232362,0.036227641,0.001278482,-0.012599393,0.009260442,-0.014910081,0.193118816,-0.018060938,-0.035521215,-0.052490873,-0.037623329,
1995,02,28,0.091770963,0.012674117,0.067760547,-0.008458656,0.078432398,0.073750006,0.014486159,0.058534808,0.019909417,0.060508318,0.146476531,0.025699966,-0.01302044,0.043024581,-0.028530196,0.048976594,0.057396784,0.052490873,-0.007174337,
1995,03,31,0.141774069,0.049217818,0.006346751,-0.049388888,0.077403399,0.030651777,0.049394195,0.019855993,0.037942959,0.027070176,0.089107543,0.052645234,-0.021461492,-0.001795654,0.090672748,0.057186818,0.051889857,0.076948365,-0.037788561,
1995,04,28,0.070687781,0.026477046,0.022888038,0.035472318,0.048419827,-0.091611194,-0.031260606,0.040805742,0.061531066,0.081670046,0.034955831,0.060495274,0.017528056,-0.010554342,0.067111833,0.086275509,0.078364039,-0.059915025,0.065814585,
1995,05,31,-0.049293532,-0.037788561,0.063748511,0.037281385,0.096774371,0.035954335,-0.017447143,-0.000790257,-0.006340621,0.039977597,0.034724055,0.015344162,0.022322095,0.056648508,0.016237527,0.02903505,0.037730866,0.02979187,0.042129444,
1995,06,30,0.04742655,0.043778925,0.038299463,0.048165102,0.051122374,0.065265913,0.01006198,0.052617322,0.013788404,0.052315645,0.090735472,0.028196095,0.050346406,0.045962826,0.019316646,0.082086545,0.064749815,-0.064553977,-0.003208678,
1995,07,31,0.027578107,-0.048675791,0.026390011,-0.01370368,0.077326297,0.022756281,-0.01006198,0.019271715,0.054636546,0.011695413,0.054682963,0.000620864,0.056744937,0.035084991,0.050299279,0.09773228,0.067100582,-0.034762106,0.0443151,
1995,08,31,-0.08306849,0.014656703,-0.018418851,-0.018567485,0.002086946,0.008270048,0.010853309,0.011662319,-0.021525779,-0.02488773,0.091110698,0.009487318,-0.010748349,-0.018533554,0.029387254,-0.033737411,-0.019872643,-0.041091196,0.027145493,
1995,09,29,0.006338551,-0.063933293,0,-0.06224106,-0.007367187,-0.0229098,-0.056793572,0.017973801,-0.038963343,-0.00893748,0.013897972,-0.009487318,0.010609603,-0.019359869,0.018623659,-0.022107133,0.02952387,0.021031403,-0.113652985,
1995,10,31,0.042393557,-0.093272622,0.018418851,-0.011166615,-0.008534978,-0.108791016,-0.039681444,0.045640655,0.012460138,0.065513848,-0.051521794,0.043351049,-0.065083387,0.055668321,-0.061794777,-0.032815846,-0.065812158,0.104735351,-0.010515352,
1995,11,30,0.074265739,-0.059314001,0.008924538,0.022658584,-0.013193797,0.015677961,0.063582771,-0.047630378,-0.00171484,-0.059882376,-0.113439367,-0.059879411,-0.02902069,0.017091804,-0.021543103,-0.106514593,-0.073158095,0,-0.007064709,
1995,12,29,-0.037750119,-0.094269917,-0.018036326,-0.077973194,-0.091623363,-0.012493515,0.026898714,0.003909562,-0.024262553,-0.030499072,-0.1358706,0.003120969,-0.032276246,-0.029715924,-0.018647792,-0.01695379,-0.049324044,-0.104735351,0.069098827,
1996,01,31,-0.206339787,0.083546051,-0.037707859,-0.062147907,-0.038979488,-0.053048287,-0.013789776,0.005153591,0.074626686,-0.017756807,-0.071362547,0.022894711,-0.023480892,0.04609928,-0.152749031,-0.055231158,-0.042022822,-0.021031403,0.023517961,
1996,02,29,-0.06041094,-0.013788284,0.094393632,-0.001883236,-0.003030974,0.068033518,0.022926733,0.075107007,0.054095051,0.033572394,-0.021512346,0.028132662,0.002006287,0.042754849,-0.019661253,-0.030498974,0.028099102,0,0.043740997,
1996,03,29,-0.019897493,-0.038043354,0.01974084,-0.04900837,0.007531611,0.028160125,0.038339783,-0.029564411,-0.042261699,-0.016456436,-0.008564951,0.019078015,-0.009306841,-0.032504733,-0.038702254,-0.09027512,0.016028422,-0.041724334,-0.058365245,
1996,04,30,0.116165495,0.009079658,-0.029961811,-0.00353566,0.046653351,0.03384932,-0.007709902,0.051129975,-0.013883743,0.080548694,0.065708103,0.04068824,0.062829833,0.02724641,0.112122012,0.087739186,0.037669495,0.041724334,0.083622216,
1996,05,31,-0.049524816,-0.01214889,0.002063529,0.030168291,-0.063393343,-0.069171467,0.043542717,0.002536007,-0.002617072,0.020244018,-0.08094716,0.020594886,0.037345231,-0.019442952,-0.067524934,-0.008122559,-0.020751891,0.021031403,0.086480214,
1996,06,28,-0.022435577,-0.123913247,-0.01465494,-0.094597881,-0.066944529,-0.00947773,0.001416472,-0.029001007,-0.032732448,0.0149513,-0.076319054,0.004983299,-0.026045529,0.081379383,-0.035219091,-0.066839413,-0.030393189,0,-0.04442037,
1996,07,31,-0.063795852,-0.038534131,-0.116501656,0.020116029,-0.083549409,-0.167681034,-0.033705411,-0.053865011,0.035775436,-0.00562356,-0.131404662,-0.008210505,-0.065219732,-0.019675869,-0.065886879,-0.106454726,-0.070445816,-0.112996833,0.056320458,
1996,08,30,0.08972925,0.004454341,0.08103042,0.042178265,0.004371328,0.030712615,0.025776291,-0.002473999,0.028251345,0.047238741,0.081585096,0.016736431,-0.005015834,-0.004337543,0.020566193,0.059998379,0.046144647,-0.052178012,0.102353221,
1996,09,30,-0.002322385,0.080655932,0.062380734,-0.038524323,0.043277532,-0.031841537,0.015591473,0.046998428,0.036856802,0.069907938,0.129712696,0.032037332,-0.014514215,0.056417055,-0.020566193,0.03029523,0.069330169,-0.09806659,0.057745199,
1996,10,31,-0.055909655,0.08345403,-0.035511269,0.015571438,-0.028342871,-0.00108364,-0.015591473,-0.043339588,0.015420719,0.039070048,-0.05900845,0.017335192,-0.049049595,-0.010955427,-0.037428551,-0.019780735,-0.05557177,0.033423755,0.068736947,
1996,11,29,0.081382768,0.132465692,0.108973123,0.020567957,0.161156598,-0.009695546,0.03388636,0.086791912,0.092980837,0.083925591,0.094800612,0.058057397,0.080595194,0.074358021,0.051425906,0.172431719,0.118741007,0,0.05828044,
1996,12,31,-0.023958348,0.02606549,0.023031294,-0.062663302,-0.01845533,0.097396271,0.057657295,-0.030294191,-0.022020563,0.014553388,-0.055901472,0.022546528,0.04472168,-0.071748528,0,0.013752115,0.001147135,0.064642835,0.024581017,
1997,01,31,0.006325568,0.134900916,0.05739397,-0.098848213,0.137975886,0.053794047,-0.038504364,0.020102595,0.015154156,0.09338384,0.076763693,0.091514641,0.046996671,-0.030925525,-0.021450749,0.102646523,0.089727262,0.078024669,0.105377551,
1997,02,28,-0.016116531,0.010624351,-0.095972876,-0.009822911,0.01085401,0.029842132,0.025786598,0.027960298,-0.036920504,-0.05833378,0.035963194,-0.019597504,-0.085914605,0.004109219,-0.05356068,-0.054313046,-0.006980626,-0.051152522,-0.089485944,
1997,03,31,0.04170384,0.061745596,-0.01424303,0.050205315,-0.038075123,-0.038580652,0.071653527,-0.022879437,-0.020094668,-0.008656535,0.029248495,-0.02668325,0.034478377,-0.006911929,-0.034042186,0.025232682,-0.011948642,-0.091514981,-0.017805405,
1997,04,30,-0.01095279,0.010340833,0.075140171,-0.030776763,0.073079557,0.059637603,0.036309716,-0.006158772,0.067962529,0.041794342,-0.059005514,0.122257471,-0.024891379,0.012411711,0.029434874,0.054614563,0.076240377,0.033523034,0.03674584,
1997,05,30,0.057116568,-0.026328939,-0.004076932,-0.009605641,0.075168356,0.039495079,0.020295604,-0.008349955,0.033641905,-0.004564009,0.07866597,0.008846749,0.065173685,0.069329068,0.051157828,0.097571555,0.002424423,0.031119801,-0.056354508,
1997,06,30,-0.103948748,-0.047207557,0.00098489,-0.067004607,0.035947207,-0.005619911,0.043051803,0.036377542,0.018430886,-0.028430974,-0.023766342,0.008221604,0.060271519,0.033596649,0.051548493,-0.016188124,-0.027227265,0.039709371,0.067690722,
1997,07,31,0.027552151,-0.009174285,0.073254919,0.089315688,0.112694519,0.043685213,0.046241191,0.09691115,0.068832759,0.112086647,0.083682729,0.048744094,0.023592057,0.033653354,0.177302069,0.071976565,0.135747901,0.04974476,0.085362468,
1997,08,29,0.022638132,0.029856069,0.022735233,0.094398487,0.011661016,0.013815397,-0.06679776,-0.056223368,-0.017562323,0.001511717,-0.03738144,-0.029192318,-0.03956989,0.021444406,0.068342509,0.077204661,-0.005317594,0.08509434,0.096955162,
1997,09,30,0.107414497,-0.061917145,0.009723758,-0.001327713,0.003981326,0.015887891,-0.048886817,0.05392084,0.019396407,0.00117769,-0.107407093,0.000394842,-0.008217415,-0.018979468,0.101925302,-0.014913976,0.072272598,0.087852123,-0.080356075,
1997,10,31,-0.022081302,-0.151889238,-0.044789069,-0.104759528,-0.154348969,-0.0881376,-0.0199369,-0.053000505,-0.031869543,-0.078926832,-0.111525292,-0.007650456,-0.064216525,-0.009011723,-0.066320761,-0.15752788,-0.098531208,0.128083533,-0.124939636,
1997,11,28,-0.055720216,-0.02307217,0.011498207,0.017904751,-0.004971513,0.016582965,-0.026691493,-0.003542063,0.046835886,0.003539644,-0.03357874,0.036813149,0.006120665,-0.030698769,0.069122399,-0.057328957,-0.0317964,0.044627985,-0.17198538,
1997,12,31,-0.007284433,-0.089457308,-0.054328136,-0.130935116,-0.039514708,-0.016582965,-0.056042185,0.00879392,-0.019798264,-0.043383956,0.01812112,-0.039325481,-0.040267405,-0.174075968,-0.062612729,-0.010857456,-0.041710497,0.031092729,-0.101014993,
1998,01,30,-0.029966884,0.055937962,0.027499807,0.144367975,0.037011064,0.0194067,-0.035823339,-0.015955321,-0.025077772,0.062000559,0.124602089,0.062312375,0.017634403,0.017921744,0.079765431,0.091447043,0.08421568,0.009373626,0.07188235,
1998,02,27,0.059868603,0.065931543,0.039512228,0.110611682,0.049958559,0.088671996,0.076863154,0.046983396,0.025213734,0.04425972,-0.017564576,0.0554285,-0.029645459,0.025034841,-0.07467506,0.077254109,0.02599759,0.159819714,-0.01473854,
1998,03,31,0.009713766,0.092227748,0.012453544,0.066004151,-0.018068582,-0.040816678,0.037066223,-0.024122956,-0.002375493,-0.060315036,-0.057713961,0.023683116,0.039200993,0.107682104,-0.029181303,-0.071139896,-0.029992651,-0.020254327,-0.016738698,
1998,04,30,0.044922406,-0.020032623,0.068604875,-0.002102107,0.009970162,0.037934814,-0.043850241,0.075303456,0.047480976,0.015198779,0.028905749,0.002997787,-0.037300932,-0.086173272,0.062737698,-0.04041636,0.074233126,0.134362216,0.051042517,
1998,05,29,-0.098080465,-0.151894137,-0.197876132,-0.011963615,-0.052718433,-0.043708517,-0.004159125,-0.082698726,0.006880118,-0.053524853,-0.120026679,-0.026372943,-0.021969768,-0.039503825,-0.026952152,-0.074447702,-0.095758958,-0.05146108,-0.063589962,
1998,06,30,0.026368851,-0.059389824,-0.002291499,0.03254039,-0.035326328,-0.041463415,-0.054982796,-0.017274124,-0.010058074,0.016053814,0.022452776,0.1064608,-0.002562757,0.016770416,-0.044708937,-0.060521905,0.05444453,0.041055827,-0.159730027,
1998,07,31,-0.117918974,0.004810073,-0.057791503,0.08165282,0.05522171,-0.070984872,-0.053957442,-0.032989768,0.062236807,0.056552966,0.127949321,0.006247358,-0.002569131,0.033010442,-0.047897869,-0.066732617,0.00852334,-0.032800773,-0.025752787,
1998,08,31,-0.090200065,-0.122845747,-0.184452183,-0.04542457,-0.134818424,-0.146367995,-0.092519326,-0.058010792,-0.069864237,-0.073973569,-0.165594375,-0.059157576,-0.085224837,-0.123526396,-0.148720384,-0.120541007,-0.094663946,-0.163554053,-0.136668768,
1998,09,30,0.12174312,0.15463462,0.057764529,0.087301419,0.01203114,0.050287373,0.077469738,0.037500041,0.057286694,0.080814015,0.126463083,0.059629731,0.000650734,0.164623302,0.078416716,0.021213236,0.045300708,0.065051132,0.121582082,
1998,10,30,0.029519829,0.084761123,0.092666173,-0.011647268,0.137947821,0.075969777,0.088927189,0.056176795,0.062823516,0.017082409,0.09633901,-0.016854616,0.083748446,0.006365683,0.164487068,0.250620017,0.082103002,0,-0.010218209,
1998,11,30,0.081072469,0.08898386,0.012065469,-0.065422086,0.048067963,0.066847902,0.04560299,0.016341494,0.046735769,0.081677802,0.036272152,0.061585727,0.075547284,0.063955732,0.119211662,-0.005919551,0.077204946,-0.056528854,0.094751437,
1998,12,31,0.019448699,0.020075042,0.186172828,0.107858444,0.042052202,0.069462659,0.051564585,0.038187374,0.047887894,0.042272802,0.087752,0.055685832,-0.004881311,0.101325482,0.216454291,0.121197621,0.049292187,-0.038674696,0.061883826,
1999,01,29,0.00918697,-0.101804584,-0.023164285,0.002668269,0.170321232,0.015568076,0.034762778,0.059716744,-0.002669158,0.074826207,0.188286795,0.100992662,0.073080507,0.107363664,0.045759231,0.185751925,0.063222074,-0.087781418,-0.043329121,
1999,02,26,-0.074200604,-0.108225899,-0.074504872,-0.073009106,-0.055337876,-0.041852929,0.04182571,-0.071774561,-0.032662874,-0.069966616,-0.131446433,-0.06657076,-0.012191274,0.003905065,-0.116977496,-0.131673655,-0.044791679,0.041392685,-0.156773189,
1999,03,31,0.14956519,-0.062035816,0.074504872,0.013855568,0.044903965,0.003341452,0.049796737,0.008863412,0.018776172,-0.003637011,-0.077691851,0.076967474,0.018913361,-0.149888484,-0.044883555,0.055634037,0.046413531,-0.098888579,-0.081475117,
1999,04,30,0.047985187,0.027152246,0.072190075,0.107089628,-0.060807151,-0.132468794,-0.020376785,0.06567614,0.071955259,0.012528411,-0.111829042,-0.042260176,0.038282623,0.01104862,0.283051181,-0.063024143,0.012643635,0.127903216,0.010250092,
1999,05,28,0.068042978,0.049687784,0.039105328,-0.018701502,0.010954434,-0.032106147,-0.020343422,0.077591064,0.045444771,-0.053599258,0.007282902,-0.00332558,0.014992672,-0.037695998,-0.005454759,0.04886623,0.029991925,0.008773924,-0.003407883,
1999,06,30,0.044914539,-0.010453982,0.11583382,0.021700095,0.128165261,0.029319677,0.109892651,0.027607251,0.04697265,0.041639695,0.029044214,0.048339928,0.05912059,0.175094271,0.136176828,0.133104852,0.119345004,0.034762106,-0.090175592,
1999,07,30,0.01857342,-0.016667974,-0.06583823,0.08005195,-0.011557121,-0.046560908,-0.000804716,0.017779821,-0.01213004,0.064332106,0.182338645,-0.021621488,-0.016345858,0.010744772,0.029689552,0.014875373,0.000248307,-0.017033339,-0.124941505,
1999,08,31,0.065152961,0.075710719,0.077027067,0.068806726,-0.005342686,-0.061518778,-0.022278595,0.002893802,-0.003500523,0.076149223,0.084573556,0.032885537,0.004733122,-0.018177519,0.047846266,-0.037804434,0.056798157,-0.036212173,0.099132377,
1999,09,30,0.056805146,-0.080484614,-0.002112846,-0.013098905,0.038739428,-0.021683444,0.014423714,-0.064995172,-0.01259312,-0.043770971,-0.051544888,-0.009487188,-0.019907423,0.095721555,-0.004060527,0.015297174,0.001004729,-0.112284875,-0.220314911,
1999,10,29,0.090757844,0.061608599,0.016136026,0.102269059,0.062959811,-0.065793744,0.059517138,-0.087499131,-0.090452466,0.017917474,0.030329373,0.009487188,0.043674771,0.019229014,-0.009024106,0.038301392,0.03812254,0.023789873,-0.054914262,
1999,11,30,-0.007831069,0.154133977,0.033838539,0.086921105,0.035411514,0.19401267,0.076903292,0.106828076,0.021311682,-0.004062928,-0.026687859,-0.00714368,0.078876468,0.154050475,0.039423819,0.053626889,0.02950808,-0.056275627,0.076389953,
1999,12,31,-0.009039977,0.010480075,0.208814857,0.021382848,0.114039865,0.061257702,0.138560605,0.078969274,0.019811027,0.030714229,0.066354527,0.107977388,0.101426788,0.218313244,-0.023526162,0.180456215,0.002568931,0.125465473,0.033735302,
2000,01,31,-0.086856073,0.094803974,0.002329581,0.003908565,0.034893254,-0.042280157,0.078112449,-0.02151403,0.017285572,0.079918855,-0.099096748,-0.076607037,-0.034516337,-0.050041137,0.164755588,-0.008303896,0.047672368,-0.098888579,0.054697233,
2000,02,29,0.267763593,0.040294595,0.225916821,0.043293607,0.124543012,0.165059762,0.085792134,0.094093959,-0.037965926,0.057831166,0.188550731,-0.039457321,0.101989321,0.172160616,0.238951325,0.128279336,0.187750947,0.089308165,-0.023490567,
2000,03,31,0.037997868,0.174254916,0.0100966,0.073679288,0.013097701,0.007801299,0.014022947,-0.006180527,0.061459483,0.067166303,0.118099356,0.0751366,-0.070864538,0.021732616,-0.184213356,-0.025705697,-0.016249978,0.03859505,0.218249244,
2000,04,28,0.035931086,0.171156041,-0.020377429,-0.039304371,0.033466296,-0.073334621,0.007765838,0.007791599,-0.025966736,-0.017125243,0.043580525,-0.182784566,-0.088805833,0.010336053,0.039310611,0.127578864,0.007917902,-0.03859505,-0.034181857,
2000,05,31,-0.023620781,-0.030158257,0.001072588,-0.169357161,-0.086685031,-0.012976588,-0.017271127,-0.047548729,-0.016120952,-0.00402036,0.001804312,-0.047246814,-0.103575836,-0.040931462,-0.052680377,-0.106894025,-0.056220727,-0.128722284,-0.166285357,
2000,06,30,0.055220808,-0.023951308,-0.00567756,0.095892768,0.036209325,-0.03091995,0.143709008,0.013777186,0.009011811,0.02714181,0.100052967,0.10679313,-0.01276957,0.062756441,-0.019278983,-0.068211309,-0.01777626,-0.193820026,0.027982659,
2000,07,31,-0.055138341,-0.030565992,-0.057143715,-0.013190243,-0.077145108,-0.204371305,-0.050535758,-0.057942799,0.010534435,-0.000649832,-0.033621112,-0.059172156,0.04020551,-0.048429063,-0.111799822,-0.066946896,-0.062215671,0,-0.083543434,
2000,08,31,0.055138341,0.014823776,0.176330379,0.078963657,0.055934197,0.114113939,0.145044356,0.042726861,0.070928519,0.050047792,0.000745307,0,0.037516473,0.082594379,0.170530079,0.012435489,0.049934703,-0.06779585,0.153579463,
2000,09,29,0.077295582,-0.190915035,-0.082231668,-0.374187565,-0.162933149,-0.044681903,-0.041657881,-0.09390159,-0.069024456,-0.255690214,-0.249144641,-0.063529938,-0.097288377,-0.062503997,-0.170530079,-0.267708143,-0.147758047,-0.039414119,0,
2000,10,31,-0.008985049,-0.025526688,-0.104854387,-0.119375062,-0.047788375,-0.059790291,-0.113433319,-0.018289279,-0.058179072,0.034536076,-0.121803044,0.057640937,-0.064602195,-0.07670749,0.068510706,-0.049217915,0.014241179,0.086359831,0.009138019,
2000,11,30,-0.079204231,-0.17141471,-0.117169913,-0.073906349,-0.118528503,0.068186969,-0.116505179,-0.167350793,-0.022060849,-0.072554989,-0.042645014,-0.079269305,-0.094564885,-0.095268188,-0.115601217,-0.016860097,-0.118902752,-0.086359831,-0.266270658,
2000,12,29,-0.03710381,-0.043076165,0.013441857,-0.044884537,-0.024862263,0.018607633,-0.044068559,0.001539653,-0.041392685,-0.102478987,0.05191881,-0.121471487,0.004956422,0.040050718,0.083047613,0.0931372,0.103770171,-0.073143291,-0.124844618,
2001,01,31,-0.124350808,0.250741429,0.087388913,0.16224254,0.11970556,0.137345357,0.030944139,0.067301375,0.119799411,0.090212196,0.110351598,0.148468623,0.051700314,0.001044355,-0.09108061,0.07054545,-0.033910737,0.015151344,0.335599584,
2001,02,28,-0.17708645,-0.058496647,-0.224864981,-0.073509656,-0.075827691,0.014476794,-0.320690837,-0.106292195,-0.049169596,-0.112193325,-0.126300761,-0.014906017,-0.177139427,-0.185585861,-0.269754417,-0.147100714,-0.170917643,-0.096910013,-0.107738692,
2001,03,30,0.080551794,0.091462459,-0.012521569,0.082486275,0.012662011,-0.096110524,-0.116348806,0.036117747,-0.016481269,-0.035637526,0.084082256,-0.0329421,-0.02572476,-0.10324115,-0.010084706,0.02394307,0.020524926,0.132625565,0.062714471,
2001,04,30,0.108744055,0.067460775,0.115764308,0.062557097,0.098703551,0.058153708,0.026070688,-0.041351867,0.078141558,0.069978424,0.038502483,0.092999888,0.037610962,0.032927827,0.193124173,0.078082669,0.096897273,-0.088421903,0.048304083,
2001,05,31,-0.052884041,-0.040343242,-0.026104167,-0.106373636,-0.038830023,-0.057600181,-0.063533949,0.013388316,-0.01226826,-0.058286941,-0.082832828,0.009070641,-0.024413004,-0.023749766,-0.047984574,0.003831154,-0.054702807,0.216208482,-0.091432055,
2001,06,29,0.072666558,0.009879391,-0.012862558,0.066471665,-0.007281025,0.086982338,-0.053943441,-0.009498023,0.006554566,0.034600029,0.039809649,0.023342777,0.052908708,0.094063089,0.128136487,-0.056360817,-0.029217861,-0.026328939,-0.037878526,
2001,07,31,-0.098182326,-0.19939707,0.026771423,-0.092529706,-0.029645591,0.000604864,-0.028184221,-0.064373397,-0.032939245,0.0082371,0.00940753,-0.042529248,0.052548578,-0.021555113,0.110594887,-0.012843559,0.034292519,0.043034632,-0.05129434,
2001,08,31,-0.047448034,-0.129561478,0.017306168,-0.005560034,-0.027059656,0.012057926,-0.115249781,-0.026317391,-0.021691009,-0.027552567,-0.047945251,-0.06453799,-0.031060492,-0.170484712,-0.079272467,-0.015615728,-0.017991018,0.14495585,-0.042884059,
2001,09,28,-0.146401984,-0.220781686,-0.165514889,-0.077753563,-0.1804478,-0.07768678,-0.134075065,-0.158035796,-0.037318913,-0.136054627,-0.300453076,-0.047239586,-0.046250683,0.01296472,-0.214751608,-0.225573596,-0.122235436,-0.105803726,-0.165964883,
2001,10,31,0.041755203,0.08183749,0.065234804,0.053952838,0.078952315,0.016180415,-0.03913125,0.02061052,0.071241277,0.077263944,0.082321599,0.055532909,0.020924042,0.032579286,0.079853192,0.072636449,0.049733299,0.075421097,0.188589158,
2001,11,30,0.084629814,0.139264591,0.048605549,0.083808683,0.066347298,0.04914373,0.068177352,0.116137134,0.029748534,0.126593051,0.076758096,0.0430549,0.004487487,0.01480057,0.013229454,0.082310553,0.058825512,-0.007619397,0.147977298,
2001,12,31,-0.013996174,0.068043493,0.018896825,0.012147956,0.003916273,0.000818418,-0.024153326,-0.027952897,0.019721723,-0.01639517,0.057431785,0.013581921,-0.040839939,-0.006867157,-0.041754369,0.034161091,-0.058670252,0.127811698,0.124247621,
